osa:4323962	Os01g0524400
osa:4324749	Os01g0856500; K13946 auxin influx carrier (AUX1 LAX family)
osa:4324750	Os01g0856600
osa:4324751	Os01g0856800
osa:4324752	Os01g0856900
osa:4324753	Os01g0857000
osa:4324755	Os01g0857200; K11778 ditrans,polycis-polyprenyl diphosphate synthase [EC:2.5.1.87]
osa:4324757	Os01g0857400
osa:4324758	Os01g0857500
osa:4324759	Os01g0857600
osa:4324760	Os01g0857700; K12873 bud site selection protein 31
osa:4324761	Os01g0857900; K10570 DNA excision repair protein ERCC-8
osa:4324762	Os01g0858000; K15200 general transcription factor 3C polypeptide 2
osa:4324763	Os01g0873000
osa:4324764	Os01g0873100
osa:4324765	Os01g0873200
osa:4324766	Os01g0873700
osa:4324767	Os01g0873800
osa:4324768	Os01g0873900
osa:4324769	Os01g0874100
osa:4324770	Os01g0874300; K09422 myb proto-oncogene protein, plant
osa:4324771	Os01g0874700
osa:4324772	Os01g0874800
osa:4324773	Os01g0874900; K00600 glycine hydroxymethyltransferase [EC:2.1.2.1]
osa:4324774	Os01g0875000
osa:4324775	Os01g0875300
osa:4324776	Os01g0875400; K01090 protein phosphatase [EC:3.1.3.16]
osa:4324777	Os01g0875500
osa:4324778	Os01g0875700; K09519 DnaJ homolog subfamily B member 13
osa:4324779	Os01g0875800
osa:4324780	Os01g0876200
osa:4324781	Os01g0862800
osa:4324782	Os01g0863100
osa:4324783	Os01g0863300
osa:4324784	Os01g0863400
osa:4324785	Os01g0863500
osa:4324786	Os01g0863800
osa:4324787	Os01g0864000
osa:4324788	Os01g0864100
osa:4324789	Os01g0864200
osa:4324790	Os01g0864300
osa:4324791	Os01g0864500
osa:4324792	Os01g0864700
osa:4324793	Os01g0865100; K00365 urate oxidase [EC:1.7.3.3]
osa:4324794	Os01g0865400
osa:4324795	Os01g0865600
osa:4324796	Os01g0865700
osa:4324797	Os01g0865800
osa:4324798	Os01g0866000
osa:4324799	Os01g0850100
osa:4324801	Os01g0850400; K09422 myb proto-oncogene protein, plant
osa:4324802	Os01g0850700
osa:4324803	Os01g0850800
osa:4324804	Os01g0850900
osa:4324805	Os01g0851000
osa:4324806	Os01g0851100
osa:4324808	Os01g0851400; K11863 Ataxin-3 [EC:3.4.22.-]
osa:4324809	Os01g0851600; K09591 steroid 5-alpha-reductase [EC:1.3.1.22]
osa:4324810	Os01g0851700; K00688 starch phosphorylase [EC:2.4.1.1]
osa:4324811	Os01g0852000
osa:4324812	Os01g0852100
osa:4324813	Os01g0852200
osa:4324814	Os01g0852400
osa:4324815	Os01g0852500
osa:4324816	Os01g0852900
osa:4324817	Os01g0853000
osa:4324818	Os01g0853400
osa:4324820	Os01g0853700
osa:4324821	Os01g0853800
osa:4324822	Os01g0854000
osa:4324823	Os01g0854400
osa:4324824	Os01g0854500
osa:4324825	Os01g0854800; K15401 cytochrome P450, family 86, subfamily A, polypeptide 1 (fatty acid omega-hydroxylase) [EC:1.14.-.-]
osa:4324826	Os01g0855000; K13508 glycerol-3-phosphate acyltransferase [EC:2.3.1.15]
osa:4324827	Os01g0855200
osa:4324828	Os01g0855400
osa:4324829	Os01g0855600
osa:4324830	Os01g0855700
osa:4324832	Os01g0856000; K02213 cell division control protein 6
osa:4324833	Os01g0878900
osa:4324835	Os01g0879100
osa:4324836	Os01g0879200
osa:4324837	Os01g0879400
osa:4324838	Os01g0879500
osa:4324839	Os01g0879800
osa:4324841	Os01g0880200
osa:4324842	Os01g0880300
osa:4324843	Os01g0880400
osa:4324844	Os01g0880800; K03921 acyl-[acyl-carrier-protein] desaturase [EC:1.14.19.2]
osa:4324845	Os01g0880900
osa:4324846	Os01g0881000; K11643 chromodomain-helicase-DNA-binding protein 4 [EC:3.6.4.12]
osa:4324847	Os01g0881100
osa:4324848	Os01g0881300; K15382 solute carrier family 50 (sugar transporter)
osa:4324849	Os01g0881400; K15340 DNA cross-link repair 1A protein
osa:4324850	Os01g0881500
osa:4324851	Os01g0881600; K02711 photosystem II PsbJ protein
osa:4324853	Os01g0848200; K12657 delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]
osa:4324854	Os01g0848300
osa:4324855	Os01g0848400
osa:4324856	Os01g0848700; K07976 Rab family, other
osa:4324857	Os01g0848900
osa:4324858	Os01g0849000
osa:4324859	Os01g0849100
osa:4324860	Os01g0849500
osa:4324861	Os01g0849600
osa:4324862	Os01g0850000
osa:4324863	Os01g0908800
osa:4324864	Os01g0909200; K11592 endoribonuclease Dicer [EC:3.1.26.-]
osa:4324865	Os01g0909300
osa:4324866	Os01g0909400
osa:4324867	Os01g0909500
osa:4324869	Os01g0910200
osa:4324871	Os01g0910400
osa:4324872	Os01g0910500
osa:4324873	Os01g0910900
osa:4324874	Os01g0911000; K14765 U3 small nucleolar ribonucleoprotein protein LCP5
osa:4324876	Os01g0911200; K12667 oligosaccharyltransferase complex subunit delta (ribophorin II)
osa:4324878	Os01g0884700
osa:4324879	Os01g0884900
osa:4324880	Os01g0885000; K08738 cytochrome c
osa:4324881	Os01g0885200
osa:4324882	Os01g0885300
osa:4324884	Os01g0885600
osa:4324885	Os01g0885700
osa:4324886	Os01g0886000
osa:4324888	Os01g0886200
osa:4324889	Os01g0886300; K14945 protein quaking
osa:4324890	Os01g0886500
osa:4324891	Os01g0886600; K03544 ATP-dependent Clp protease ATP-binding subunit ClpX
osa:4324896	Os01g0887700
osa:4324897	Os01g0888200
osa:4324898	Os01g0888300
osa:4324899	Os01g0888500; K01952 phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]
osa:4324900	Os01g0888600; K08472 mlo protein
osa:4324901	Os01g0888700; K07179 RIO kinase 2 [EC:2.7.11.1]
osa:4324902	Os01g0888800
osa:4324903	Os01g0888900
osa:4324904	Os01g0889000; K03108 signal recognition particle subunit SRP72
osa:4324905	Os01g0889200; K03026 DNA-directed RNA polymerase III subunit RPC4
osa:4324906	Os01g0889400
osa:4324908	Os01g0889800
osa:4324909	Os01g0889900
osa:4324910	Os01g0890300
osa:4324911	Os01g0890600
osa:4324913	Os01g0890800
osa:4324914	Os01g0891000; K12373 hexosaminidase [EC:3.2.1.52]
osa:4324915	Os01g0891100
osa:4324916	Os01g0891300
osa:4324917	Os01g0891400; K03681 exosome complex component RRP40
osa:4324918	Os01g0891500
osa:4324919	Os01g0891700
osa:4324920	Os01g0892200
osa:4324921	Os01g0892300
osa:4324922	Os01g0892400
osa:4324923	Os01g0892500
osa:4324925	Os01g0868900
osa:4324926	Os01g0869000
osa:4324927	Os01g0869200
osa:4324928	Os01g0869300
osa:4324929	Os01g0869400
osa:4324930	Os01g0869500
osa:4324931	Os01g0869600
osa:4324933	Os01g0869800; K03542 photosystem II 22kDa protein
osa:4324934	Os01g0869900; K14498 serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
osa:4324936	Os01g0870100
osa:4324937	Os01g0870300
osa:4324938	Os01g0870500
osa:4324939	Os01g0871100; K07019
osa:4324940	Os01g0871200
osa:4324941	Os01g0871300; K15849 bifunctional aspartate aminotransferase and glutamate/aspartate-prephenate aminotransferase [EC:2.6.1.1 2.6.1.78 2.6.1.79]
osa:4324942	Os01g0871400
osa:4324943	Os01g0871500
osa:4324944	Os01g0871600
osa:4324945	Os01g0871800
osa:4324946	Os01g0871900
osa:4324947	Os01g0872000
osa:4324948	Os01g0872100
osa:4324951	Os01g0872600
osa:4324952	Os01g0872700; K12619 5'-3' exoribonuclease 2 [EC:3.1.13.-]
osa:4324953	Os01g0872800; K06276 3-phosphoinositide dependent protein kinase-1 [EC:2.7.11.1]
osa:4324954	Os01g0872900
osa:4324955	Os01g0892600
osa:4324956	Os01g0892800
osa:4324958	Os01g0893400
osa:4324959	Os01g0893700
osa:4324960	Os01g0894000
osa:4324961	Os01g0894100
osa:4324962	Os01g0894300; K00847 fructokinase [EC:2.7.1.4]
osa:4324963	Os01g0894500
osa:4324964	Os01g0894600
osa:4324965	Os01g0894700
osa:4324966	Os01g0895000
osa:4324967	Os01g0895100; K03969 phage shock protein A
osa:4324968	Os01g0895200
osa:4324970	Os01g0895500
osa:4324972	Os01g0896200
osa:4324973	Os01g0896300; K10750 chromatin assembly factor 1 subunit A
osa:4324974	Os01g0906000
osa:4324975	Os01g0906200
osa:4324977	Os01g0906600
osa:4324978	Os01g0907200
osa:4324979	Os01g0907300; K05291 phosphatidylinositol glycan, class S
osa:4324980	Os01g0907400
osa:4324982	Os01g0907600
osa:4324983	Os01g0907900
osa:4324984	Os01g0908100
osa:4324985	Os01g0908200
osa:4324987	Os01g0908400
osa:4324988	Os01g0908500
osa:4324989	Os01g0908600
osa:4324990	Os01g0908700; K16280 E3 ubiquitin-protein ligase RGLG [EC:6.3.2.19]
osa:4324991	Os01g0881700
osa:4324993	Os01g0881900; K03875 F-box and leucine-rich repeat protein 1 (S-phase kinase-associated protein 2)
osa:4324995	Os01g0882100
osa:4324996	Os01g0882300
osa:4324997	Os01g0882400
osa:4324998	Os01g0882500
osa:4324999	Os01g0882800
osa:4325000	Os01g0883000
osa:4325001	Os01g0883100; K09264 MADS-box transcription factor, plant
osa:4325002	Os01g0883200
osa:4325003	Os01g0883800
osa:4325004	Os01g0883900
osa:4325006	Os01g0884300
osa:4325007	Os01g0884400
osa:4325008	Os01g0884500
osa:4325009	Os01g0901800; K09775 hypothetical protein
osa:4325010	Os01g0901900
osa:4325011	Os01g0902000
osa:4325012	Os01g0902200; K01392 thimet oligopeptidase [EC:3.4.24.15]
osa:4325013	Os01g0902300
osa:4325014	Os01g0902700
osa:4325015	Os01g0902800
osa:4325018	Os01g0904200; K08869 aarF domain-containing kinase
osa:4325019	Os01g0904300
osa:4325020	Os01g0904400; K06674 structural maintenance of chromosome 2
osa:4325021	Os01g0904500
osa:4325022	Os01g0904700; K14491 two-component response regulator ARR-B family
osa:4325023	Os01g0905200
osa:4325024	Os01g0905300
osa:4325025	Os01g0905400
osa:4325026	Os01g0905700
osa:4325027	Os01g0905800; K01623 fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
osa:4325028	Os01g0898900
osa:4325029	Os01g0899000
osa:4325030	Os01g0899100
osa:4325031	Os01g0899200
osa:4325033	Os01g0899500
osa:4325034	Os01g0899700
osa:4325035	Os01g0899800
osa:4325036	Os01g0900200
osa:4325037	Os01g0900400
osa:4325038	Os01g0900800
osa:4325039	Os01g0900900
osa:4325040	Os01g0901000
osa:4325041	Os01g0901200; K03553 recombination protein RecA
osa:4325042	Os01g0901300
osa:4325044	Os01g0901500
osa:4325046	Os01g0867600; K05841 sterol 3beta-glucosyltransferase [EC:2.4.1.173]
osa:4325047	Os01g0867700
osa:4325048	Os01g0867800; K14948 olypyrimidine tract-binding protein 2
osa:4325049	Os01g0867900
osa:4325050	Os01g0868000
osa:4325051	Os01g0868200
osa:4325052	Os01g0868300; K02320 DNA polymerase alpha subunit A [EC:2.7.7.7]
osa:4325054	Os01g0858200
osa:4325055	Os01g0858500; K03126 transcription initiation factor TFIID subunit 12
osa:4325056	Os01g0858700
osa:4325058	Os01g0858900
osa:4325059	Os01g0859100
osa:4325060	Os01g0859200
osa:4325061	Os01g0859300; K14432 ABA responsive element binding factor
osa:4325062	Os01g0859400
osa:4325063	Os01g0859500; K14431 transcription factor TGA
osa:4325064	Os01g0859600
osa:4325065	Os01g0860300; K02865 large subunit ribosomal protein L10Ae
osa:4325066	Os01g0860400
osa:4325067	Os01g0860500; K01183 chitinase [EC:3.2.1.14]
osa:4325068	Os01g0866100; K10355 actin, other eukaryote
osa:4325069	Os01g0866200; K11253 histone H3
osa:4325070	Os01g0866300; K08516 synaptobrevin homolog YKT6
osa:4325071	Os01g0866400; K03841 fructose-1,6-bisphosphatase I [EC:3.1.3.11]
osa:4325072	Os01g0866500; K01507 inorganic pyrophosphatase [EC:3.6.1.1]
osa:4325073	Os01g0866600; K05527 BolA protein
osa:4325074	Os01g0866700; K12622 U6 snRNA-associated Sm-like protein LSm3
osa:4325075	Os01g0866800
osa:4325077	Os01g0867200
osa:4325078	Os01g0867300; K14432 ABA responsive element binding factor
osa:4325080	Os01g0876300
osa:4325081	Os01g0876400
osa:4325082	Os01g0876500; K12831 splicing factor 3B subunit 4
osa:4325083	Os01g0876800
osa:4325084	Os01g0876900
osa:4325085	Os01g0877300; K06638 mitotic spindle assembly checkpoint protein MAD1
osa:4325086	Os01g0877400
osa:4325087	Os01g0877500
osa:4325088	Os01g0877600
osa:4325089	Os01g0877900
osa:4325090	Os01g0878000
osa:4325091	Os01g0878300
osa:4325092	Os01g0878400
osa:4325094	Os01g0878700
osa:4325095	Os01g0878800; K15777 4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
osa:4325096	Os01g0896400
osa:4325097	Os01g0896500
osa:4325100	Os01g0896800; K02932 large subunit ribosomal protein L5e
osa:4325102	Os01g0897100
osa:4325103	Os01g0897200; K01166 ribonuclease T2 [EC:3.1.27.1]
osa:4325104	Os01g0897300; K01166 ribonuclease T2 [EC:3.1.27.1]
osa:4325105	Os01g0897500
osa:4325106	Os01g0897600
osa:4325107	Os01g0897700
osa:4325108	Os01g0897800; K06670 cohesin complex subunit SCC1
osa:4325109	Os01g0898300
osa:4325110	Os01g0898400
osa:4325111	Os01g0898500
osa:4325112	Os01g0898600
osa:4325113	Os01g0898800
osa:4325115	Os01g0260500
osa:4325116	Os01g0260700
osa:4325117	Os01g0260800
osa:4325119	Os01g0261100
osa:4325120	Os01g0261200
osa:4325122	Os01g0261600
osa:4325123	Os01g0261700
osa:4325124	Os01g0262500
osa:4325125	Os01g0262600
osa:4325126	Os01g0262700
osa:4325127	Os01g0263000; K00430 peroxidase [EC:1.11.1.7]
osa:4325129	Os01g0263300; K00430 peroxidase [EC:1.11.1.7]
osa:4325130	Os01g0754100; K07466 replication factor A1
osa:4325131	Os01g0754200; K11000 callose synthase [EC:2.4.1.-]
osa:4325132	Os01g0754300
osa:4325133	Os01g0754500
osa:4325135	Os01g0754800
osa:4325136	Os01g0755100
osa:4325137	Os01g0755500
osa:4325138	Os01g0755700
osa:4325139	Os01g0756200
osa:4325140	Os01g0756300
osa:4325141	Os01g0756400
osa:4325142	Os01g0756600
osa:4325143	Os01g0756700
osa:4325144	Os01g0756900
osa:4325145	Os01g0757200; K04125 gibberellin 2-oxidase [EC:1.14.11.13]
osa:4325146	Os01g0757400
osa:4325147	Os01g0287400
osa:4325148	Os01g0287600
osa:4325150	Os01g0288200
osa:4325152	Os01g0288800
osa:4325154	Os01g0290000; K08245 phytepsin [EC:3.4.23.40]
osa:4325155	Os01g0290100
osa:4325156	Os01g0290300
osa:4325157	Os01g0290600
osa:4325158	Os01g0290700
osa:4325160	Os01g0291500
osa:4325161	Os01g0292200
osa:4325162	Os01g0292900
osa:4325163	Os01g0293000; K00789 S-adenosylmethionine synthetase [EC:2.5.1.6]
osa:4325164	Os01g0293100
osa:4325165	Os01g0271000
osa:4325167	Os01g0271200; K01885 glutamyl-tRNA synthetase [EC:6.1.1.17]
osa:4325168	Os01g0271400; K01358 ATP-dependent Clp protease, protease subunit [EC:3.4.21.92]
osa:4325169	Os01g0271500; K10686 ubiquitin-activating enzyme E1 C [EC:6.3.2.19]
osa:4325171	Os01g0272600
osa:4325173	Os01g0273000; K10881 26 proteasome complex subunit DSS1
osa:4325174	Os01g0273100; K06688 ubiquitin-conjugating enzyme E2 C [EC:6.3.2.19]
osa:4325175	Os01g0273300
osa:4325176	Os01g0273500; K09527 DnaJ homolog subfamily C member 7
osa:4325177	Os01g0273800
osa:4325178	Os01g0274100
osa:4325180	Os01g0274500
osa:4325181	Os01g0274800
osa:4325182	Os01g0167400
osa:4325183	Os01g0167500
osa:4325185	Os01g0167800
osa:4325186	Os01g0167900
osa:4325188	Os01g0168100
osa:4325189	Os01g0168200; K03671 thioredoxin 1
osa:4325190	Os01g0168300
osa:4325191	Os01g0168400
osa:4325192	Os01g0168500
osa:4325193	Os01g0168600
osa:4325195	Os01g0168800
osa:4325196	Os01g0169400
osa:4325197	Os01g0169500
osa:4325198	Os01g0169800
osa:4325199	Os01g0169900
osa:4325200	Os01g0170000; K06617 raffinose synthase [EC:2.4.1.82]
osa:4325202	Os01g0144900
osa:4325203	Os01g0145600
osa:4325205	Os01g0146700
osa:4325206	Os01g0147200
osa:4325208	Os01g0147400
osa:4325209	Os01g0147700
osa:4325210	Os01g0147800
osa:4325211	Os01g0147900; K01803 triosephosphate isomerase (TIM) [EC:5.3.1.1]
osa:4325212	Os01g0148000
osa:4325213	Os01g0148100
osa:4325215	Os01g0148400
osa:4325216	Os01g0148500
osa:4325217	Os01g0148700
osa:4325218	Os01g0149200
osa:4325222	Os01g0388000
osa:4325223	Os01g0388200
osa:4325226	Os01g0388700
osa:4325227	Os01g0389200
osa:4325228	Os01g0389700
osa:4325229	Os01g0390300
osa:4325231	Os01g0390600
osa:4325232	Os01g0390900
osa:4325233	Os01g0391100
osa:4325236	Os01g0392100
osa:4325237	Os01g0959800
osa:4325238	Os01g0959900
osa:4325239	Os01g0960000; K06170 presenilin enhancer 2
osa:4325241	Os01g0960200
osa:4325242	Os01g0960300; K03495 tRNA uridine 5-carboxymethylaminomethyl modification enzyme
osa:4325243	Os01g0960400
osa:4325244	Os01g0960500
osa:4325248	Os01g0961000
osa:4325249	Os01g0961200
osa:4325250	Os01g0961300
osa:4325252	Os01g0213800
osa:4325253	Os01g0214200
osa:4325254	Os01g0214300
osa:4325256	Os01g0214500
osa:4325257	Os01g0214600
osa:4325258	Os01g0214800
osa:4325260	Os01g0215000
osa:4325261	Os01g0215100; K09645 vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]
osa:4325263	Os01g0215700
osa:4325264	Os01g0216000
osa:4325265	Os01g0216300
osa:4325266	Os01g0216400
osa:4325267	Os01g0216500
osa:4325268	Os01g0677900
osa:4325269	Os01g0678000
osa:4325270	Os01g0678100
osa:4325271	Os01g0678400
osa:4325272	Os01g0678500; K16900 two pore calcium channel protein, plant
osa:4325273	Os01g0678600; K02968 small subunit ribosomal protein S20
osa:4325274	Os01g0678700
osa:4325275	Os01g0678800
osa:4325276	Os01g0678900
osa:4325277	Os01g0679000; K03023 DNA-directed RNA polymerase III subunit RPC3
osa:4325280	Os01g0679500
osa:4325281	Os01g0679600
osa:4325282	Os01g0679700; K02921 large subunit ribosomal protein L37Ae
osa:4325283	Os01g0679900
osa:4325284	Os01g0680100
osa:4325285	Os01g0680200
osa:4325286	Os01g0680400; K03135 transcription initiation factor TFIID subunit 11
osa:4325287	Os01g0696100
osa:4325290	Os01g0696600
osa:4325291	Os01g0696800
osa:4325293	Os01g0697100
osa:4325294	Os01g0697700
osa:4325295	Os01g0698000
osa:4325296	Os01g0698100
osa:4325297	Os01g0698300
osa:4325299	Os01g0698800
osa:4325301	Os01g0699100
osa:4325302	Os01g0757500; K04507 calcyclin binding protein
osa:4325303	Os01g0757600
osa:4325304	Os01g0757700
osa:4325305	Os01g0757800; K03509 DNA polymerase eta [EC:2.7.7.7]
osa:4325306	Os01g0757900
osa:4325307	Os01g0758000
osa:4325308	Os01g0758200
osa:4325309	Os01g0758300; K01595 phosphoenolpyruvate carboxylase [EC:4.1.1.31]
osa:4325310	Os01g0758400; K00981 phosphatidate cytidylyltransferase [EC:2.7.7.41]
osa:4325311	Os01g0611000
osa:4325312	Os01g0611100; K07936 GTP-binding nuclear protein Ran
osa:4325313	Os01g0611300
osa:4325314	Os01g0611900
osa:4325316	Os01g0612100; K02948 small subunit ribosomal protein S11
osa:4325317	Os01g0612200; K02265 cytochrome c oxidase subunit 5b
osa:4325318	Os01g0612500
osa:4325319	Os01g0612600
osa:4325320	Os01g0612700
osa:4325321	Os01g0612800
osa:4325322	Os01g0612900
osa:4325323	Os01g0613300
osa:4325325	Os01g0613500; K01376 [EC:3.4.22.-]
osa:4325326	Os01g0613800
osa:4325327	Os01g0613900
osa:4325328	Os01g0614300
osa:4325329	Os01g0182600; K12124 GIGANTEA
osa:4325330	Os01g0182700
osa:4325331	Os01g0182900
osa:4325332	Os01g0183000
osa:4325333	Os01g0183100; K14768 U3 small nucleolar RNA-associated protein 7
osa:4325335	Os01g0183300
osa:4325336	Os01g0183400; K03004 DNA-directed RNA polymerase I subunit RPA43
osa:4325337	Os01g0183500
osa:4325338	Os01g0183600
osa:4325339	Os01g0183800
osa:4325340	Os01g0184000; K06947 polynucleotide 5'-hydroxyl-kinase GRC3/NOL9 [EC:2.7.1.-]
osa:4325341	Os01g0184100; K13993 HSP20 family protein
osa:4325342	Os01g0184200
osa:4325343	Os01g0184300
osa:4325344	Os01g0184500
osa:4325345	Os01g0184700
osa:4325346	Os01g0184800
osa:4325347	Os01g0179700; K07874 Ras-related protein Rab-1A
osa:4325348	Os01g0179800
osa:4325349	Os01g0180000
osa:4325351	Os01g0180300
osa:4325352	Os01g0180400
osa:4325353	Os01g0180600; K08737 DNA mismatch repair protein MSH6
osa:4325354	Os01g0180700
osa:4325355	Os01g0180800; K09489 heat shock 70kDa protein 4
osa:4325358	Os01g0181200
osa:4325360	Os01g0182100
osa:4325361	Os01g0182200; K09875 aquaporin SIP
osa:4325362	Os01g0182300
osa:4325363	Os01g0182400
osa:4325365	Os01g0651000
osa:4325366	Os01g0651100
osa:4325367	Os01g0651200
osa:4325368	Os01g0651300
osa:4325370	Os01g0651500
osa:4325371	Os01g0651800
osa:4325372	Os01g0652000
osa:4325373	Os01g0652100
osa:4325375	Os01g0652600; K00053 ketol-acid reductoisomerase [EC:1.1.1.86]
osa:4325376	Os01g0652700
osa:4325378	Os01g0653100
osa:4325379	Os01g0653200
osa:4325380	Os01g0653700
osa:4325381	Os01g0957100
osa:4325382	Os01g0957200
osa:4325383	Os01g0957600
osa:4325384	Os01g0957800
osa:4325385	Os01g0957900; K14794 ribosomal RNA-processing protein 12
osa:4325386	Os01g0958000; K08819 cyclin-dependent kinase 12/13 [EC:2.7.11.22 2.7.11.23]
osa:4325387	Os01g0958100; K03110 fused signal recognition particle receptor
osa:4325388	Os01g0958200
osa:4325389	Os01g0958400
osa:4325390	Os01g0958500
osa:4325391	Os01g0958700
osa:4325392	Os01g0958800
osa:4325393	Os01g0958900; K08734 DNA mismatch repair protein MLH1
osa:4325394	Os01g0959000; K14325 RNA-binding protein with serine-rich domain 1
osa:4325395	Os01g0959100
osa:4325399	Os01g0953500
osa:4325400	Os01g0953600
osa:4325401	Os01g0954000
osa:4325402	Os01g0954100
osa:4325404	Os01g0954500
osa:4325406	Os01g0954900
osa:4325407	Os01g0955000; K01114 phospholipase C [EC:3.1.4.3]
osa:4325408	Os01g0955100; K13448 calcium-binding protein CML
osa:4325409	Os01g0955700
osa:4325410	Os01g0956200
osa:4325411	Os01g0956300
osa:4325412	Os01g0956500
osa:4325413	Os01g0956600; K12837 splicing factor U2AF 65 kDa subunit
osa:4325414	Os01g0956700
osa:4325415	Os01g0956800
osa:4325416	Os01g0957000; K00858 NAD+ kinase [EC:2.7.1.23]
osa:4325417	Os01g0378100
osa:4325418	Os01g0379400
osa:4325419	Os01g0380700
osa:4325420	Os01g0380800
osa:4325422	Os01g0382000; K13449 pathogenesis-related protein 1
osa:4325423	Os01g0382200
osa:4325424	Os01g0382400
osa:4325426	Os01g0382700
osa:4325427	Os01g0382900
osa:4325429	Os01g0383900; K14297 nuclear pore complex protein Nup98-Nup96
osa:4325430	Os01g0384300
osa:4325431	Os01g0384800
osa:4325432	Os01g0385400
osa:4325433	Os01g0385600
osa:4325434	Os01g0386500
osa:4325435	Os01g0373700
osa:4325436	Os01g0373800
osa:4325437	Os01g0374000
osa:4325438	Os01g0374200
osa:4325440	Os01g0374600
osa:4325441	Os01g0374900
osa:4325442	Os01g0375000; K14538 nuclear GTP-binding protein
osa:4325443	Os01g0375100
osa:4325444	Os01g0375200; K13832 3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
osa:4325445	Os01g0375400
